no	name	kind	entries	growth rate	rareness	attacks learned	hp	atkk	def	speed	spattk	spdef	base exp	breeding compa	egg moves	gender	happiness	steps to hatch	wild items	effort points	abilities	types	tmshms
51	DUGTRIO	Mole Pokémon	"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."	"Medium (max: 1,000,000 EXP)"	50	"  1,400,  1,161,  1, 10,  1, 28,  1, 45,  4, 45,  7,310, 12,222, 15,189, 18, 91, 23,389, 26,328, 28,414, 33,426, 40,163, 45, 89, 50, 90"	35	80	50	120	50	70	153	"5,5"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	"Sand Veil, Arena Trap"	GROUND	          06      1011      15  17      21        262728      32      3637  3940  4243444546                      58            65    68    71        76  78  80  8283      87    90    H1        H6    
52	MEOWTH	Scratch Cat Pokémon	"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."	"Medium (max: 1,000,000 EXP)"	255	"  1, 10,  1, 45,  6, 44,  9,252, 14,154, 17,103, 22,185, 25,269, 30,  6, 33,163, 38,417, 41,372, 46,445, 49,400"	40	45	35	90	40	40	69	"5,5"	"180, 204, 95, 133, 244, 274, 316, 175, 387, 386"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	"Pickup, Technician"	NORMAL	    03    06      101112        1718    21  232425  2728  30  32  34          40414243444546    49                58            6566      70            777879    8283  85  87  8990    H1              
53	PERSIAN	Classy Cat Pokémon	"If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however."	"Medium (max: 1,000,000 EXP)"	90	"  1,415,  1, 10,  1, 45,  1, 44,  1,252,  6, 44,  9,252, 14,154, 17,103, 22,185, 25,269, 32,408, 37,163, 44,417, 49,372, 56,445, 61,400"	65	70	60	115	65	65	148	"5,5"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	"Limber, Technician"	NORMAL	    03  0506      101112    15  1718    21  232425  2728  30  32  34          40414243444546    49                58        63  6566  68  70            777879    8283  85  87  8990    H1              
54	PSYDUCK	Duck Pokémon	A Pokémon that lives in lakes. It swims faster than any human swimming champion.	"Medium (max: 1,000,000 EXP)"	190	"  1,346,  1, 10,  5, 39,  9, 55, 14, 50, 18, 93, 22,352, 27,154, 31,103, 35,244, 40,428, 44,133, 48, 56"	50	52	48	55	65	50	80	"2,5"	"95, 60, 193, 113, 248, 94, 238, 287, 109, 281, 426"	"50% female, 50% male"	70	5120	","	"0,0,0,0,1,0"	"Damp, Cloud Nine"	WATER	01  0304  0607    10    1314    1718    21  23      272829  3132              40  42434445                  5556  58            65        70            7778      8283      87    90        H3H4  H6H7  
55	GOLDUCK	Duck Pokémon	"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason."	"Medium (max: 1,000,000 EXP)"	75	"  1,346,  1, 10,  1, 39,  1, 55,  5, 39,  9, 55, 14, 50, 18, 93, 22,352, 27,154, 31,103, 37,244, 44,428, 50,133, 56, 56"	80	82	78	85	95	80	174	"2,5"		"50% female, 50% male"	70	5120	","	"0,0,0,0,2,0"	"Damp, Cloud Nine"	WATER	01  0304  0607    10    131415  1718    21  23      272829  3132              40  42434445            52    5556  58            65    68  70            7778      8283      87    90        H3H4  H6H7H8
56	MANKEY	Pig Monkey Pokémon	"It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder."	"Medium (max: 1,000,000 EXP)"	190	"  1,343,  1, 10,  1, 67,  1, 43,  1,116,  9,154, 13,  2, 17, 69, 21,103, 25,372, 33,207, 37,238, 41, 37, 45,386, 49,370"	40	80	35	70	35	45	74	"5,5"	"157, 193, 96, 68, 179, 251, 279, 265, 370"	"50% female, 50% male"	70	5120	","	"0,1,0,0,0,0"	"Vital Spirit, Anger Point"	FIGHTING	01        06  08  101112        1718    21  232425262728    3132            3940  4243444546      50  52      56  58              66                      78  80  828384    87  8990          H4  H6  H8
57	PRIMEAPE	Pig Monkey Pokémon	A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.	"Medium (max: 1,000,000 EXP)"	75	"  1,374,  1, 10,  1, 67,  1, 43,  1,116,  9,154, 13,  2, 17, 69, 21,103, 25,372, 28, 99, 35,207, 41,238, 47, 37, 53,386, 59,370"	65	105	60	95	60	70	149	"5,5"		"50% female, 50% male"	70	5120	","	"0,2,0,0,0,0"	"Vital Spirit, Anger Point"	FIGHTING	01        06  08  101112    15  1718    21  232425262728    3132            3940  4243444546      50  52      56  58              66  68    71            78  80  828384    87  8990          H4  H6  H8
58	GROWLITHE	Puppy Pokémon	Its proud and regal appearance has captured the hearts of people since long ago.	"Slow (max: 1,250,000 EXP)"	190	"  1, 44,  1, 46,  6, 52,  9, 43, 14,316, 17,270, 20,172, 25,179, 28,424, 31, 36, 34, 53, 39, 97, 42,242, 45,257, 48,394"	55	70	45	60	70	50	91	"5,5"	"34, 219, 242, 37, 83, 336, 257, 38, 394"	"25% female, 75% male"	70	5120	"DRAGON SCALE,"	"0,1,0,0,0,0"	"Intimidate, Flash Fire"	FIRE	        0506      1011          17      21  23      2728      32    35    38  40  4243444546      50              58    61                                78      8283      87    90          H4  H6    
59	ARCANINE	Legendary Pokémon	"Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet."	"Slow (max: 1,250,000 EXP)"	75	"  1,422,  1, 44,  1, 46,  1,424,  1,316, 39,245"	90	110	80	95	100	80	213	"5,5"		"25% female, 75% male"	70	5120	"DRAGON SCALE,"	"0,2,0,0,0,0"	"Intimidate, Flash Fire"	FIRE	        0506      1011      15  17      212223      2728      32    35    38  40  4243444546      50              5859  61            68                  78      8283      87    90          H4  H6  H8
60	POLIWAG	Tadpole Pokémon	The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.	"Parabolic (max: 1,059,860 EXP)"	255	"  1,346,  5,145,  8, 95, 11, 55, 15,  3, 18,240, 21, 34, 25, 61, 28,341, 31,187, 35,358, 38, 56, 41,426"	40	50	40	90	40	40	77	"2,2"	"54, 150, 61, 114, 170, 346, 301, 341, 287, 283"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	"Water Absorb, Damp"	WATER	    03    0607    10    1314    1718    21          272829    32                  4243444546                      58                                      78      8283      87    90        H3      H7  
61	POLIWHIRL	Tadpole Pokémon	"With its extremely tough muscles, it can keep swimming in the Pacific Ocean without resting."	"Parabolic (max: 1,059,860 EXP)"	120	"  1,346,  1,145,  1, 95,  5,145,  8, 95, 11, 55, 15,  3, 18,240, 21, 34, 27, 61, 32,341, 37,187, 43,358, 48, 56, 53,426"	65	65	65	90	50	50	131	"2,2"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	"Water Absorb, Damp"	WATER	01  03    0607    10    1314    1718    21        26272829  3132                  4243444546                  56  58                                      78      8283      87    90        H3H4  H6H7  
62	POLIWRATH	Tadpole Pokémon	"It sleeps for 18 hours a day. Even when awake, it teleports itself while remaining seated."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 61,  1, 95,  1,  3,  1, 66, 43,223, 53,170"	90	85	95	70	70	90	185	"2,2"		"50% female, 50% male"	70	5120	","	"0,0,3,0,0,0"	"Water Absorb, Damp"	WATER/FIGHTING	01  03    060708  10    131415  1718    21        26272829  3132            39    4243444546          52      56  58              66  68                  78  80  828384    87    90        H3H4  H6H7H8
63	ABRA	Psi Pokémon	"If one is nearby, an eerie shadow appears on TV screens. Seeing the shadow is said to bring bad luck."	"Parabolic (max: 1,059,860 EXP)"	200	"1,100"	25	20	15	90	105	55	75	"8,8"	"227, 112, 282, 7, 9, 8, 379, 385"	"25% female, 75% male"	70	5120	","	"0,0,0,0,1,0"	"Synchronize, Inner Focus"	PSYCHIC	01    04  06      101112      161718  2021  23      27  2930  323334            414243444546  4849      53    565758  60    63      67    70    73      7778      8283  858687    90  92                
64	KADABRA	Psi Pokémon	"Its superb memory lets it recall everything it has experienced from birth. Its IQ exceeds 5,000."	"Parabolic (max: 1,059,860 EXP)"	100	"  1,100,  1,134,  1, 93, 16, 93, 18, 50, 22,357, 24, 60, 28,115, 30,105, 34,427, 36,272, 40, 94, 42,248, 46,271"	40	35	30	105	120	70	145	"8,8"		"25% female, 75% male"	70	5120	","	"0,0,0,0,2,0"	"Synchronize, Inner Focus"	PSYCHIC	01    04  06      101112      161718  2021  23      27  2930  323334            414243444546  4849      53    565758  60    63      67    70    73      7778      8283  858687    90  92                
65	ALAKAZAM	Psi Pokémon	It hefts a GRAVELER repeatedly to strengthen its entire body. It uses every type of martial arts.	"Parabolic (max: 1,059,860 EXP)"	50	"  1,100,  1,134,  1, 93, 16, 93, 18, 50, 22,357, 24, 60, 28,115, 30,105, 34,427, 36,347, 40, 94, 42,248, 46,271"	55	50	45	120	135	85	186	"8,8"		"25% female, 75% male"	70	5120	","	"0,0,0,0,3,0"	"Synchronize, Inner Focus"	PSYCHIC	01    04  06      101112    15161718  2021  23      27  2930  323334            414243444546  4849    5253    565758  60    63      6768  70    73      7778      8283  858687    90  92                
66	MACHOP	Superpower Pokémon	"MACHOKE’s boundless power is very dangerous, so it wears a belt that suppresses its energy."	"Parabolic (max: 1,059,860 EXP)"	180	"  1, 67,  1, 43,  7,116, 10,  2, 13,193, 19, 69, 22,279, 25,233, 31, 66, 34,358, 37,238, 43,184, 46,223"	70	80	50	35	35	35	75	"8,8"	"113, 96, 27, 227, 265, 68, 157, 370, 7, 9, 8, 418"	"25% female, 75% male"	70	5120	","	"0,1,0,0,0,0"	"Guts, No Guard"	FIGHTING	01        06  08  1011          1718    21        262728    3132    35    3839    4243444546          52      56  58              66                      78  80  828384    87    90          H4  H6  H8
67	MACHOKE	Superpower Pokémon	"It punches with its four arms at blinding speed. It can launch 1,000 punches in two seconds."	"Parabolic (max: 1,059,860 EXP)"	90	"  1, 67,  1, 43,  1,116,  7,116, 10,  2, 13,193, 19, 69, 22,279, 25,233, 32, 66, 36,358, 40,238, 44,184, 51,223"	80	100	70	45	50	60	146	"8,8"		"25% female, 75% male"	70	5120	","	"0,2,0,0,0,0"	"Guts, No Guard"	FIGHTING	01        06  08  1011          1718    21        262728    3132    35    3839    4243444546          52      56  58              66                      78  80  828384    87    90          H4  H6  H8
68	MACHAMP	Superpower Pokémon	It prefers hot and humid environments. It is quick at capturing prey with its vines.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 67,  1, 43,  1,116,  7,116, 10,  2, 13,193, 19, 69, 22,279, 25,233, 32, 66, 36,358, 40,238, 44,184, 51,223"	90	130	80	55	65	85	193	"8,8"		"25% female, 75% male"	70	5120	","	"0,3,0,0,0,0"	"Guts, No Guard"	FIGHTING	01        06  08  1011      15  1718    21        262728    3132    35    3839    4243444546          52      56  58              66  68    71            78  80  828384    87    90          H4  H6  H8
69	BELLSPROUT	Flower Pokémon	A Pokémon that appears to be a plant. It captures unwary prey by dousing them with a toxic powder.	"Parabolic (max: 1,059,860 EXP)"	255	"  1, 22,  7, 74, 11, 35, 13, 79, 15, 77, 17, 78, 23, 51, 27,282, 29,230, 35,380, 39, 75, 41, 21, 47,378"	50	75	35	40	70	30	84	"7,7"	"14, 227, 115, 235, 141, 275, 345, 388, 321"	"50% female, 50% male"	70	5120	","	"0,1,0,0,0,0"	Chlorophyll	GRASS/POISON	          06    091011          17  19  2122        27        32      36          4243444546            53        58                      70        75    78      8283    8687    90    H1              
70	WEEPINBELL	Flycatcher Pokémon	"It pools in its mouth a fluid with a honeylike scent, which is really an acid that dissolves anything."	"Parabolic (max: 1,059,860 EXP)"	120	"  1, 22,  1, 74,  1, 35,  7, 74, 11, 35, 13, 79, 15, 77, 17, 78, 23, 51, 27,282, 29,230, 35,380, 39, 75, 41, 21, 47,378"	65	90	50	55	85	45	151	"7,7"		"50% female, 50% male"	70	5120	","	"0,2,0,0,0,0"	Chlorophyll	GRASS/POISON	          06    091011          17  19  2122        27        32      36          4243444546            53        58                      70        75    78      8283    8687    90    H1              
71	VICTREEBEL	Flycatcher Pokémon	Its body is virtually composed of water. It shoots strange beams from its crystal-like eyes.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,254,  1,256,  1,255,  1, 22,  1, 79,  1,230,  1, 75, 47,437"	80	105	65	70	100	60	191	"7,7"		"50% female, 50% male"	70	5120	","	"0,3,0,0,0,0"	Chlorophyll	GRASS/POISON	          06    091011      15  17  19  2122        27        32      36          4243444546            53        58                  68  70        75    78      8283    8687    90    H1              
72	TENTACOOL	Jellyfish Pokémon	"With 80 tentacles for ensnaring victims, it prevents escape until the prey is weakened by poison."	"Slow (max: 1,250,000 EXP)"	190	"  1, 40,  5, 48,  8,132, 12, 51, 15,390, 19, 61, 22, 35, 26,112, 29,352, 33,398, 36,103, 40, 56, 43,378"	40	40	35	70	50	100	105	"9,9"	"62, 243, 229, 114, 219, 109, 282, 367"	"50% female, 50% male"	70	5120	","	"0,0,0,0,0,1"	"Clear Body, Liquid Ooze"	WATER/POISON	    03    0607    10    1314    171819  21          27        32      36          4243444546                55    58              66                75    78      828384    87    90    H1  H3      H7  
73	TENTACRUEL	Jellyfish Pokémon	Many live on mountain trails and remain half buried while keeping an eye on climbers.	"Slow (max: 1,250,000 EXP)"	60	"  1, 40,  1, 48,  1,132,  5, 48,  8,132, 12, 51, 15,390, 19, 61, 22, 35, 26,112, 29,352, 36,398, 42,103, 49, 56, 55,378"	80	70	65	100	80	120	205	"9,9"		"50% female, 50% male"	70	5120	","	"0,0,0,0,0,2"	"Clear Body, Liquid Ooze"	WATER/POISON	    03    0607    10    131415  171819  21          27        32      36          4243444546                55    58              66  68            75    78      828384    87    90    H1  H3      H7  
74	GEODUDE	Rock Pokémon	GRAVELER make their homes on sheer cliff faces by gouging out numerous horizontal holes.	"Parabolic (max: 1,059,860 EXP)"	255	"  1, 33,  1,111,  4,300,  8,397, 11, 88, 15,222, 18,120, 22,205, 25,350, 29, 89, 32,153, 36, 38, 39,444"	40	80	100	20	30	30	73	"10,10"	"5, 157, 335, 359, 175"	"50% female, 50% male"	70	3840	","	"0,0,1,0,0,0"	"Rock Head, Sturdy"	ROCK/GROUND	01        06      1011          17      21        262728    3132    35  373839    42434445                    56  58          64        69  71    74  76  78  80  8283      87    90          H4  H6  H8
75	GRAVELER	Rock Pokémon	"It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it."	"Parabolic (max: 1,059,860 EXP)"	120	"  1, 33,  1,111,  1,300,  1,397,  4,300,  8,397, 11, 88, 15,222, 18,120, 22,205, 27,350, 33, 89, 38,153, 44, 38, 49,444"	55	95	115	35	45	45	134	"10,10"		"50% female, 50% male"	70	3840	","	"0,0,2,0,0,0"	"Rock Head, Sturdy"	ROCK/GROUND	01        06      1011          17      21        262728    3132    35  373839    42434445                    56  58          64        69  71    74  76  78  80  8283      87    90          H4  H6  H8
76	GOLEM	Megaton Pokémon	"About an hour after birth, its fiery mane and tail grow out, giving it an impressive appearance."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1,111,  1,300,  1,397,  4,300,  8,397, 11, 88, 15,222, 18,120, 22,205, 27,350, 33, 89, 38,153, 44, 38, 49,444"	80	110	130	45	55	65	177	"10,10"		"50% female, 50% male"	70	3840	","	"0,0,3,0,0,0"	"Rock Head, Sturdy"	ROCK/GROUND	01      0506      1011      15  17      21        262728    3132    35  373839    42434445            52      56  58          64      6869  71    74  76  78  80  8283      87    90          H4  H6  H8
77	PONYTA	Fire Horse Pokémon	"It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow."	"Medium (max: 1,000,000 EXP)"	190	"  1, 33,  7, 45, 10, 39, 16, 52, 19, 23, 25, 83, 28, 36, 34, 97, 38,126, 44,340, 48,394"	50	85	55	90	65	65	152	"5,5"	"172, 37, 24, 95, 204, 38, 32"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	"Run Away, Flash Fire"	FIRE	          06      1011          17      212223      27        32    35    38      42434445        50              58    61                                78      8283      87    90          H4        
78	RAPIDASH	Fire Horse Pokémon	"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."	"Medium (max: 1,000,000 EXP)"	60	"  1,398,  1,224,  1, 98,  1, 45,  1, 39,  1, 52,  7, 45, 10, 39, 16, 52, 19, 23, 25, 83, 28, 36, 34, 97, 38,126, 40, 31, 49,340, 58,394"	65	100	70	105	80	80	192	"5,5"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	"Run Away, Flash Fire"	FIRE	          06      1011      15  17      212223      27        32    35    38      42434445        50              58    61            68                  78      828384    87    90          H4        
